file,artist,title,year,lyrics
TRALOBQ128F428AB9E.h5,Skeeter Davis,My Last Date (With You),1988,"One hour and I'll be meeting you
I know you're gonna make me blue
My heart is trembling through and through
'Cause I know very well, I can tell, I can tell
This will be my last date with you

Just can't believe that this could end
I know, I'll never love again
You'll ask me to be just a friend
It's as plain as can be, I can see, I can see
This will be my last date with you

I know we had a quarrel
But all sweethearts do
I gave my heart to prove to you
That I would always love you and be true

I know you've met somebody new
You'll tell me, you and I are through
My plans and dreams cannot come true
And when you say goodby, I know I will cry
'Cause I know it's my last date with you"
TRALONM128EF35A199.h5,Madonna,Jump [Jacques Lu Cont Edit],2006,"There's only so much you can learn in one place
The more that you wait, the more time that you waste

I haven't got much time to waste, it's time to make my way
I'm not afraid of what I'll face, but I'm afraid to stay
I'm going down my own road and I can make it alone
I'll work and I'll fight till I find a place of my own

Are you ready to jump?
Get ready to jump
Don't ever look back, oh baby
Yes, I'm ready to jump
Just take my hand
Get ready to jump

We learned our lesson from the start, my sisters and me
The only thing you can depend on is your family
Life's gonna drop you down like the limbs of a tree
It sways and it swings and it bends until it makes you see

Are you ready to jump?
Get ready to jump
Don't ever look back, oh baby
Yes, I'm ready to jump
Just take my hand
Get ready to
Are you ready?

There's only so much you can learn in one place
The more that you wait, the more time that you waste

I'll work and I'll fight till I find a place of my own
It sways, and it swings and it bends until you make it your own

I can make it alone
I can make it alone
I can make it alone
I can make it alone

I can make it alone
I can make it alone
I can make it alone
I can make it alone
(My sisters and me)

Are you ready to jump?
Get ready to jump
Don't ever look back, oh baby
Yes, I'm ready to jump
Just take my hand
Get ready to jump

Are you ready to jump?
Get ready to jump
Don't ever look back, oh baby
Yes, I'm ready to jump
Just take my hand
Get ready to
Are you ready?

Are you ready?
Are you ready?
Are you ready?
Are you ready?

Get ready to jump
Get ready to jump
Get ready to jump
Get ready to jump

Get ready to jump
Don't ever look back
Don't ever look back
Get ready to jump"
TRALPAI12903CBF247.h5,Louisa Mark,Keep It Like It Is,2003,"Baby I need some time to consider
If I'm to expect your offer
I don't wanna make the wrong decision
Oh, I'm afraid we've got to understand
I think we should both think it over if we really want each other
Like we think we do
Would it be better if we keep it like it is?
If we just keep it like it is

I think we should both think it over if we really want each other
Like we think we do
Would it be better if we keep it like it is?
If we just keep it like it is"
TRALPJJ128F9311763.h5,Tania Maria,Come With Me,1983,"Come with me now
And bring sunny days
Into my life
Come with me now
You are the reason of
My life
Come with me
Make me smile
Hold me in your arms
Come with me now
(Right now)
I need you close
You are my life"
TRALPKG12903CDCA8A.h5,Placebo,The Never-Ending Why,2009,"The atom will implode
The fragile kingdom fall
The tremor becomes a quake
And there's a body in the lake

And as the two of us rebel
Damn you all to hell
I wonder is this all there is

Time will help you through
But it doesn't have the time
To give you all the answers
To the never-ending why

The sound of silence grows
As spiders kisses lay
The tumor becomes malign
But the kids are doing fine

And as the two of us rebel
And damn you all to hell
I wonder is this all there is

Time will help you through
But it doesn't have the time
To give you all the answers
To the never-ending why

Time will help you through
But it doesn't have the time
To give you all the answers
To the never-ending why

Time will help you through
But it doesn't have the time
To give you all the answers
To the never-ending why

Time will help you through
But it doesn't have the time
To give you all the answers
To the never-ending why

Time will help you through
But it doesn't have the time
To give you all the answers
To the never-ending why"
TRALPXC128E07819A8.h5,Sex Pistols,Pretty Vacant,1977,"There's no point in asking
You'll get no reply
Oh just remember a don't decide
I got no reason it's all too much
You'll always find us
Out to lunch

Oh we're so pretty
Oh so pretty
We're vacant
Oh we're so pretty
Oh so pretty
Vacant

Don't ask us to attend
'Cos we're not all there
Oh don't pretend 'cos I don't care
I don't believe illusions 'cos too much is real
So stop your cheap comment
'Cos we know what we feel

Oh we're so pretty
Oh so pretty
We're vacant
Oh we're so pretty
Oh so pretty
Vacant

Oh we're so pretty
Oh so pretty
Ah but now
And we don't care

There's no point in asking
You'll get no reply
Oh just remember a don't decide
I got no reason it's all too much
You'll always find us
Out to lunch

Oh we're so pretty
Oh so pretty
We're vacant

Oh we're so pretty
Oh so pretty
Vacant

Oh we're so pretty
Oh so pretty
Ah but now
And we don't care

We're pretty a-pretty vacant
We don't care"
TRALQZK128F429802D.h5,Kings Of Leon,Day Old Blues,2004,"Toss me a breath when you hold me down
Hot like a razor on my face
Somethings growing that don't help me now
Paging the doctor just in case

Low and behold things are killing me
Silly expectation of a dream
Girls are gonna love the way I toss my hair
Boys are gonna hate the way I seem

Day old, day old, day old
Day old, day old, day old
Day old, day old, day old blues
Day old, day old, day old
Day old, day old, day old
Day old, day old, day old blues

Day old, day old, day old
Day old, day old, day old
Day old, day old, day old blues
Day old, day old, day old
Day old, day old, day old

Peach Christmas lights spitting German ling
Feels like a fast or homeless sleep
At least there's a record that I love to play
Dreaming about a place I'll never see

Day old, day old, day old
Day old, day old, day old
Day old, day old, day old blues
Day old, day old, day old
Day old, day old, day old
Day old, day old, day old blues

Day old, day old, day old
Day old, day old, day old
Day old, day old, day old blues
Day old, day old, day old
Day old, day old, day old
Day old, day old, day old blues

Betty, Betty, Annie is a praying
Baby with a man like a lung
Smell her crying fighting back a fever
Mad as hell give up

Day old, day old, day old
Day old, day old, day old
Day old, day old, day old blues
Day old, day old, day old
Day old, day old, day old
Day old, day old, day old blues
Day old, day old, day old
Day old, day old, day old
Day old, day old, day old blues
..."
TRALROP128F92CA9CC.h5,Foo Fighters,Next Year,1999,"Foo Fighters
There Is Nothing Left To Lose
Next Year
I'm in the sky tonight,
There I can keep by your side
Watching the wide world riot and hiding out
I'll be coming home next year
Into the sun we climb
Climbing our wings will burn white
Everyone strapped in tight
We'll ride it out
I'll be coming home next year
Come on get on get on
Take it till life runs out
No one can find us now,
Living with our heads underground
Into the night we shine
Lighting the way we glide by
Catch me if I get too high
When I come down
I'll be coming home next year
I'm in the sky tonight
There I can keep by your side
Watching the whole world wind around and round
I'll be coming home next year
I'll be coming home next year
Everything's alright up here
When I come down
I'll be coming home next year
Say good-bye"
TRALRPL12903CA71F2.h5,Loretta Lynn,Away in a Manger,0,"Away in a manger no crib for a bed the little Lord Jesus lay down his sweet head
The stars in the sky looked down where he lay the little Lord Jesus asleep on the hay
[ vibes ]
The cattle are lowing the baby awakes but little Lord Jesus no crying he makes
I love our Lord Jesus look down from the sky
And stay by my cradle till morning is nigh
[ vibes ]
Away in a manger no crib for a bed..."
TRALRTY128F428BE43.h5,Usher,I Need Love,1999,"When I'm alone in my room sometimes I stare at the walls
In the back of my mind I hear my conscience call
Telling me I need a girl who is as sweet as a dove
For the first time in my life I see I need love, I need love, I need love

How about this?"
TRALSAJ128F92EDC84.h5,Patrick Bruel,L'Appart,1991,"Sur le mur, quelques photos
Sans punaises, elles tomberont bientÃ´t
Il ne reste vraiment pas grand chose
Qu'une adresse, et puis ces quelques pauses

Dans cet appart', on s'est aimÃ©
Maint'nant qu'il faut qu' je parte
J' commence Ã  m'en rappeler

C'est l'amour qui vivait au 33
Vue sur cour et 200 sacs par mois
C'est l'amour qui vivait au 33
C'est l'amour, mais nous on l' savait pas

Dans cet appart' on s'est aimÃ©
Maint'nant qu'il faut qu' je parte
J' commence Ã  m'en rappeler

Et les croq's qu'on s' faisait dans l'alu
Et les choc'soup, mon Dieu c' qu'on en a bu
Il ne reste vraiment pas grand chose
Qu'une adresse, et puis ces quelques pauses

Dans cet appart' on s'est aimÃ©
Maint'nant qu'il faut qu' je parte
J' commence Ã  m'en rappeler

Dans cet appart', j'ai tel'ment voyagÃ©
Que toutes les cartes du monde n'y pourront rien changer
J'ai passÃ© ma jeunesse avec une fille dans un deux piÃ¨ces

Si aujourd'hui c'est fini
Y' a des appart' ailleurs qu'ici
Si aujourd'hui c'est fini
Y' a des appart' ailleurs qu'ici

Maint'nant qu'il faut qu' je parte
J' commence Ã  m'en rappeler
Maint'nant qu'il faut qu' je parte
J' commence Ã  m'en rappeler

Maint'nant qu'il faut qu' je parte
J' commence Ã  m'en rappeler
Maint'nant qu'il faut qu' je parte
J' commence Ã  m'en rappeler

Maint'nant qu'il faut qu' je parte
J' commence Ã  m'en rappeler
Maint'nant qu'il faut qu' je parte
J' commence Ã  m'en rappeler
Maint'nant qu'il faut qu' je parte"
TRALSVZ128F4264341.h5,Nirvana,Nevermind_ It's An Interview,0,"Welcome back to Nevermind It's An Interview. With Nirvana's line up now set.
Kurt, Krist and Dave began rehearsing. - ST THOMAS

""We'd been, um, practicing in this really weird practice space. This man
built a studio in this like barn in his backyard, but it wasn't
a barn, it was this thing that had a studio in it, and then upstairs his
brother lived up there, and he was in this really bad like Howard
Johnson's lounge band. Everything is carpeted with this like brown
shag carpet, and he even had stage lights in there and he had a
massive PA that he just did not know how to use, and he'd turn it on,
and 'SHHHHHHHHH' there's just this huge hiss, and we were practicing a
lot and we were writing a lot of material. We'd write them, they were
great for like 2 weeks, 'Oh my God, this is the best song ever' and we'd
forget them, and so then we decided 'OK, well we'll start putting them on
cassette' so we started recording them onto these boom box things,
and we'd lose the cassettes y'know, so I mean we wrote so much material, that
we just like, forgot about and every once in a while we'll just like,
pull one out and turn it around."" - DAVE

While the band was writing and rehearsing, the major labels started
taking interest. - ST THOMAS

""They were wining and dining us, and there were some labels that we were
impressed by them, but uh, we thought uh DGC would be the best for us.""

Was one of the main reasons because of Sonic Youth? - ST THOMAS

""Yeah, we knew Sonic Youth were happy on there, and we've always loved and
respected Sonic Youth, so and there's like all these rumors, that we got like
a million dollars, or 700, it was actually, even in Spin Magazine it was
printed that, that we got $750, 000, and we didn't even get a quarter of
that. What we did was instead of going for the big dough we went for the
strong contract.""

Which enables you like more freedom and - ST THOMAS

""More freedom, uh, more percentage points on the record, and there's a lot of
clauses in there that are in our favor. Now if our record would've
bombed, we woulda kicked ourselves in the butt and said 'Maaan, we
should've took the cash!', but were not in it for the money, we were in
it for y'know, let's put out a record and let's do this thing right""
- KRIST

snippet of Lithium

""I really don't know what the definition of selling out is anymore, I
guess I really don't care. We haven't compromised, our record label
let's us do anything we want we think on the same level, there's nothing
that we've done, that could be considered a sell out at all, at least
not in my eyes. A lot of people were calling us sell out, they forget
that y'know, the Ramones, and the Sex Pistols were on major labels, so
was the Clash, and they all, all those bands were trying to become big
stars they didn't even deny it. Crap, the Ramones even had a movie out
after them, y'know, to help support them."" - KURT

""Y'know I think that if you make money and you start voting Republican
because you'll get tax breaks, and they're the party of the rich, I mean
- that's sold out."" - KRIST

In early 1991 Nirvana entered the studio with producer Butch Vig. - ST
THOMAS

""Yeah, we worked with him in the spring time, when we, when we did that
demo, that I mentioned earlier. He was just easy to work with laid back,
and um, really attentive to what's going on. He works hard, but he
doesn't work the band hard."" - KRIST

""It was about time that the band recorded something, finally, it had
been so long."" - DAVE

""It was called Sound City, and the board and the room were really old,
the board was from the early 70's"" - KURT

""All the dinosaurs have recorded there, uh, Fleetwood Mac, uh, Cheap
Trick"" - KRIST

""There's nothing more disgusting, than the late 80's or early 90's slick
sound, y'know, you just can't escape it, no matter how retro and old you
try to be, or what kind of old equipment you use, you still can't help
but sound new."" - KURT

""We got a warm sound outta that place"" - KRIST

""It'd been two years since Bleach, it'd been awhile, since the band
had gone in and recorded a full LP, so it was more of like, 'wow, ok,
we're in the studio, let's just get this done! Let's just do it!'"" - DAVE

""We made the record we wanted to make, we didn't have any, we didn't
wanna make the number one record, we didn't want to make some big hit
record, it's, y'know that's, it woulda been the same record if it was on
Sub Pop."" - KRIST

Live version of Drain You

That's Drain You recorded live. Kurt and Dave talk about writing songs - ST
THOMAS

""It's usually done on an acoustic guitar sitting around in my underwear, just
picking out riffs, pieces of songs."" - KURT

""Maybe Kurt'll come in with a melody, a guitar riff, and um, show it to
us."" - DAVE

""We go to practice and then we play the song over, and over and over again.""
- KURT

""We just jam! There's no real formula."" - DAVE

""Krist and Dave have a big part in deciding on how long a song should
be, and how many parts it should have, so, I don't like to be considered
as the whole song writer, but I do come up with the basis of it. I come
up with the singing style during practice and then I write the lyrics usually
minutes before we record."" - KURT

(Referring to Something In The Way)

""That song really wasn't even written until a week before we went into
the studio. And uh, I knew I wanted cello on it, but after all the music
was recorded for it, we'd kinda forgotten about putting a cello on it,
and we had one more day in the studio, and we decided 'Oh, geez, we
should try to hire a cellist' y'know, and put something in, and we were
at a party, and we were asking some of our friends if they had any
friends who play cello, and it just so happened that one of our best
friends in LA, plays cello, so we took him into the studio on the last day
and said 'here, play something', and he came up with something right
away, it just fell like dominoes, it was really easy."" - KURT

snippet of Something In The Way

(Referring to Come As You Are)

""The lines in the song are really contradictory, y'know, one after another,
they're kind of a rebuttal, to each line, and they're just kinda confusing I
guess. It's just about people, and uh, what they're expected to act like.""
-KURT

snippet of Come As You Are

(Referring to Polly)

""Just because I say 'I' in a song doesn't necessarily mean it's me. A
lot of people have a problem with that. It's just the way I write
usually, take on someone else's personality or character. I'd rather
just use someone else's example, because I dunno, my life is kinda
boring, and so y'know, I just take stories from things I've read, and
off the television, and in stories I've heard, maybe even some friends.""
- KURT

snippet of Polly

(Referring to In Bloom)

""Obviously I don't like rednecks, I don't like macho men. You know I
don't like abusive people, and I guess that's what that song is about it's an
attack on them."" - KURT

snippet of In Bloom

(Referring to Smells Like Teen Spirit)

""This friend of mine and I were goofing around in my house one night, and we
were kinda drunk, and we were writing graffiti all over the walls of my
house, and she wrote 'Kurt smells like teen spirit'. And earlier on, we were
kinda having this discussion on revolution, and teen revolution and stuff
like that, and I took that as a compliment, I thought that she was saying
that I was a person who, who could inspire. I just thought that was a nice
little title. And it turns out she just meant that I smelt like the
deodorant. I didn't even know that deodorant existed,
until after the song was written."" - KURT

""My father said this to me 'I know why you guys've sold so many
records.the video shows a buncha kids trashing a gymnasium!' and I mean
that sorta works. Like uh, 'Nirvana! Spokesmen of the lost generation!
They're telling you to go out and destroy your local gymnasium!' I don't
really, I don't see it that way, I mean, like, I don't want to hold a
responsibility of being a spokesman for anything! You know I can barely hold
my own! I guess it's flattering, and I guess it's great that it acts like
sorta, gives people a feeling of sorta like breaking out, and telling
um, anyone and anything just to fuck off!"" - DAVE

snippet of Smells Like Teen Spirit

Live version of On A Plain

That's On A Plain recorded live. Kurt talks about the artwork on Nevermind. -
ST THOMAS

""One day, Dave and I were sitting around watching a documentary on
babies being born underwater .and um, I thought that was a really neat
image, so we thought, 'Let's put that on the album cover', and then when
we got back a picture of a baby underwater, we thought, I thought it
would look nice for a fish with a dollar bill on it and so, the
image was born."" - KURT

snippet of Stay Away

(Referring to photograph on the back of the Nevermind album cover)

""It's just a rubber monkey, that I've had for years, and I took that
picture. It was in a Bohemian photography stage y'know, taking a bunch
of weird, arty pictures, and that's one of them"" - KURT

""It's a collage that I made many years ago. I, I got these pictures of
beef, from a supermarket poster, and cut them out, and made a mountain
of beef and then put Dante's people being thrown into hell climbing all
over it, and um, that's pretty much, yeah, there's also, if you look
real close, there's a picture of Kiss, in the back standing on a slab
of beef"" - KURT

""Since It's Halloween, We thought we'd play the secret song"" - KRIST live
from the stage

""13 minutes, and 51 seconds after the beginning of track 12, the band put
a secret song on the Nevermind CD. This mystery song didn't make the
first pressing though. Dave explains"" - ST THOMAS

""When we got our first CD, and popped it in, we listened to it, 'Oh,
Oh! Let's check to see if that track is there!', and it wasn't there.
The reason for it, I think the original reason was because, Something
In The Way is sorta like your slower, whatever song it's the last song
on the record, most likely to be listened to by like someone who would
have a carousel CD player, and so okay, why not like 'screw up their
little carousel deal!' I was talking to a friend who works in a
record store, and he said uh, a person came in with the CD, and said
'Y'know, this thing's screwed up. After the last song, there's like,
this 10 minutes of dead space, then this total noise song' He wanted
his money back! And the person at that store said, 'Well, I think
maybe it was like a joke of the band .y'know, put it on after,' and
he goes 'Well I don't think it's very funny y'know!', and he wanted his
money back! It was just like"" - DAVE

snippet of Endless Nameless

In a moment we'll find out what's next for Nirvana, when Nevermind It's An
Interview continues. - ST THOMAS"
TRALSXX128F92F94B0.h5,Sex Pistols,Seventeen,1977,"You're only 29
Got a lot to learn
But when your business dies
You will not return

We like noise it's our choice
It's what we wanna do
We don't care about long hair
I don't wear

See my face not a trace
No reality
I don't work, I just speed
That's all I need

I'm a lazy sod
I'm a lazy sod
I'm a lazy sod
Lazy

I'm a lazy sod
I'm a lazy sod
I'm a lazy sod
Sod
Lazy"
TRALTKQ128F932DA67.h5,Atari Teenage Riot,Revolution Action,1999,"Atari Teenage Riot
60 Second Wipe Out
Revolution Action
Action!
Come on! go!
It's time to live and it's time to die! (x3)
It's time to live - revolution action!
What we gonna go for? what we gonna go for?
What we gonna go for? revolution action!
What we gonna go for? what we gonna go for?
What we gonna go for? revolution action!

Welcome to step one - i can't wait no longer -
Let's make it happen!
Another investigation of our generation!
Sublime information!
The collapse of a century!
I'm targeted at the whitehouse
Like a bullet from a gun! waste my life from scratch
But at least we will leave a bad taste in your mouth!
Dope - fly - fly - don't take it!
Take it out too far and i won't fake it!
A blank promise - your words -
Nothing else than another hell ride
We got to!

Revolution action! what we gonna go for? (x3)
Revolution action!
Revolution - action (x4)
We got to, got to....
Are you ready?

A shoot - a pain - with the knife between my teeth
And then i leave you in cold blood! i'm comin' at ya!
I'm comin' at ya! carl crack like a flamin' arrow!
Burning the regime of terror!
Comin' at ya! comin' at ya!
With a gun pointed at my head -
I realise what i could get instead!

What we gonna go for? (x3)
Revolution action!
What we gonna go for? (x3)
Revolution action!
What we gonna go for? revolution action!
What we gonna go for? revolution action!

Many people are in power but none of them is one of us -
Press and media any hour - now tell me -
What's wrong with us?
In the lion's throat i stand and i wanna know!
Surrounded by me and my gang - your life just blows!
Break into the center where your heart goes!
You hold the cigarette like your trying to understand
But what if the next person near you
Is taking the truth out of your hands?

Revolution action! (x3)
What we gonna go for? action!
In ain't self destruction! it ain't self destruction!
Revolution action!"
TRALTZZ12903CB7DD0.h5,Kris Kristofferson,Killer Barracuda,1995,"Look into water, see the barracuda
Patient as the devil
Hanging still
Like a shadow in the water
Pretty barracuda,
Dagger of the devil
Waiting to kill

Little girl beware, of killer barracuda
He rules these waters like a king
He'll cut your heart out slicker than a dagger
Not 'cause he's hungry 'cause he's mean

You can see the shark now
Glidin' through the water
Ugly as death.


Eats anything
But the pretty barracuda, don't touch no leavins
Takin' what he wants to
'cause he's king
And you can't scare him or entice him
He won't move for the devil, 'til his own time
Then quicker than heartbeat
He'll turn you away girl just to
See you fall, and leave you dyin'

Little girl beware of the killer barracuda
He rules these waters like a king
He'll cut your heart out slicker than a dagger
Not 'cause he's hungry
'cause he's mean"
TRALULA128F932B9D0.h5,Primordial,The Burning Season (Live),1998,"Bring the women
and children before me
Let us make rivers of their blood
Bleed for me... I wish it so
and streams shall meet such rivers
and seaward they shall flow

See the shoreline scattered
with their precious skulls
See the tide come in
as blood to meet their bone
A grotesque promise
Beneath a crimson sky... a seasons birth

We'll drown the newborn like unwanted dogs
and condemn them to their desperate gods
We'll take a needle, to the arm of the world
For it is our season

We'll burn the temples, of the righteous
Rend them as ashes, to the four winds
As ashes... to the four winds
The winds of a new season

""All is all for the taking, to Rise Phoenix like from the Ashes...
A twisted and revelatory dream of the new Aeon..."""
TRALUNR128EF3425DE.h5,Jason Mraz,Did You Get My Message?  (Live From Shubas),2007,"Did you get my message
The one I left while I was trying to condense everything that I meant
In a minute or less when I called to confess and make all of my stresses go bye-bye

Did you get my message
Didn't, I guess, 'cause if you did you would have called me with your sweet intent
And we could give it a rest instead of beating our breast, making all of the pressure go sky-high

Do you ever wonder what happens to the words that we send
Do they bend, do they break from the flight that they take
And come back together again with a whole new meaning
In a brand new sense, completely unrelated to the one I sent

Did you get my message, ooh
Did you get my message
Did you get my message, yeah, ooh

Uh oh, where did it go
Must have bypassed your phone and flown right outta the window
Oh well, how can I tell
Should I call the operator
Maybe she know the info
But whether or not if my message you got was too much or a lot to reply
Why not try this for a fact
Should you ever come back
I'd relax and be relieved of all my panic attacks

Ahh oooh
Did you get my message, ooh
Did you get my message, (Did you now?)
Did you get my message, yeah, ooh

Did you get my message, the one that I left
While I was trying to condense everything that I meant
Now the moment is passed
Not much sand in the glass and I'm standing to lose my mind

Do you ever wonder what happens to the words that we send
Do they bend, do they break from the flight that they take
And come back together again with a whole new meaning
To the matter of our love's defense, and please be sympathetic to the time I spent

Did you get my message, ooh
Did you get my message, (Did you now?)
Did you get my message, yeah, ooh

Did you get my message
No, I didn't hear a word
Did you get my message
Now I'm not gonna believe your lies anymore
Answer the question
I don't hear a thing from you and you keep saying you're coming
Did you get my message now that I wanna get back with you
Did you get my message, love that I wanna reconnect with you
Did you get my message, sugar now
I did not hear one thing you sent to me
Did you get my message, love
Answer the phone"
TRALVCW128F4288926.h5,Snowgoons,Real World,2007,"""Some people spend their lives hoping for something to happen
That will change everything. They look for power, or love, or the
Answers to their biggest questions. I think really what they're
Looking for is another chance - some way to lead another life
Where all the mistakes they've made would be erased, and they could
Just start over. Nothing bad has happened yet, and all their
Possibilities are still in front of them."" [shotgun blast]

""Welcome, to the real world""

Welcome to the real world... where things happen
Real madness, real savages still get to clappin
You feel me captain? Dope boys dealin packages
Stick-up kids practicin, the wait for taxi kids
Where everything is planned out - there's no accidents
Drunk drivers crashin whips, livin life hazardous
And nothin surprises me any more
Young killers strapped up ready for war, you ready it's on
You read for Born? Ask yourself that
The realest in rap, some cats fearin the track
Look they shook, know I'm a crook, be stealin the cash
Full moon, Snowgoon, gutter bar wolfpack
No time to look back, look Jack, the kid never took crap
Catchin jookz fast, yo Rock where the hooks at
Tell 'em why we crooked cats, okay 10 entertainment
Rap on smash get tooken back fast

Welcome to the real world, this ain't no MTV
This is my lifetime, spill it on a MP3
Empty 3, leave you on bended knee
Pretend-to-be MC's, you gon' feel the heat

And PERSONALLY! I know you faggots wanna murder me
I feel the urgency, tryin to put me under surgery
State of emergency, for the record, y'all don't worry me
Curse God - tell that Devil to come and bury me
Lost one of my mans last week so lately
I've been ridin around in black Jeeps, ready to blast heat
Cut up your body, throw the parts on a trash heap
And laugh about it over hashish, I'm so trashy
You wanna know what Born life about? Come ask me
Show you firsthand, teach you how to clap heat
Shit - maybe I should write me a book
Don't get it twisted dawg; I ain't as nice as I look
Hand skills like [? ], nice with the hooks
Fill the Dutch when forms meditate, get my think on
This winter the don's back, catch me with the mink on

Yeah, [? ] Entertainment, Born Unique
Snowgoons! It's love baby, uh-huh, worldwide
Geyeah...
Yeah...

""Welcome, to the real world"""
TRALWDN128F1456DB7.h5,Lil' Romeo,Don't Want To,0,"Lil' Romeo
Miscellaneous
Don't Want To
                (feat. Silkk the Shocker)
[Chorus One: Lil' Romeo, Silkk the Shocker]
Y'all don't really want to mess with me
Y'all better respect my G.
Better think before you step to me...
Where you from wodie?, I'm from the C-P-3
Y'all really down to ride with us
Cross side get wild with us
Get it crunk all the way live with us
From the South to the Eastside with us

[Verse One: Lil' Romeo]
Lets get it on I'm bad to the bone, edgin yo dome
What you know about a baby hummer sittin on chrome
Make moves like I'm grown with a style of my own
See the ice around my neck I go to school in a rover
Fifth grader seventy dollar phone two way pager
I'm a major, in other words I got flavor
I wreck mics rip shows and kick floors
Lil' Ro' got y'all throwin ya bows
I'm bout that if you hatin then stop that
Top that any club I rock that
Now rock that we takin our spot back
If you tryna stunt lil wodie I doubt that

[Chorus Twi: Lil' Romeo, Silkk the Shocker]
Y'all don't really want to mess with me
Y'all better respect my G
Better think before you step to me...
Where you from wodie?  I'm from the C-P-3
Y'all really down to ride with us
Cross side get wild with us
Get it crunk all the way live with us
From the South to the Eastside with us

[Verse Two: Lil' Romeo]
Call me the master I'm what you been missin
The one who be flippin I'm cool like that so I never be trippin
I'm that cool cat nice with the ball, nicer than y'all
You better take your points cause you might not score
I'm guaranteed M.V.P. hit jumpers and score
Somethin like Allen I. but I play like I'm tall
Corn raise starch glaise when I walk through the mall
Let my pants sag and always find time to talk to 'em all
I love movies buy a new CD every Tuesday
(??) that down south stuff groovy
Keys in my pocket so these skills gonna do me
I practice y'all I'ma do this thing truly

[Chorus Three: Lil' Romeo, Silkk the Shocker]
Y'all don't really want to mess with me
Y'all better respect my G
Better think before you step to me...
Where you from wodie? I'm from the C-P-3
Y'all really down to ride with us
Cross side get wild with us
Get it crunk all the way live with us
From the South to the Eastside with us

[Verse Three: Lil' Romeo]
I'm the A I rock like a grown up on stage
I get e'm open leave e'm hoarse for days
Sound like a wild animal I need to be in a cage
I'm dangerous man in so many ways
I rip shows don't sleep shorty I'm woke
I been practicin since the age of four
I got my mind right I'm up in the limelight
I guess you hate me when you know that I rhyme tight
Nicer than nice I'm skillful make you think twice
Whats my name Lil' Ro, I'm larger than life
When I'm not pushin a hummer I'm ridin a bike
A Lil' Soulja what they call me I go off on the mic
If a ticket was around my neck it would be covered in ice
And my wrist stay blingin its a lovable site
I'm ragin on all types of stages
You might be nice but see I'm the greatest
Wanna see me take it home from the stages
I'm the one I'm tellin you son like the matrix
Matrix,matrix,matrix,matrix,matrix,matrix,matrix,matrix

[Chorus Four: Lil' Romeo, Silkk the Shocker]
Ya'll don't really want to mess with me
Y'all better respect my G.
Better think before you step to me...
Where you from wodie? I'm from the C-P-3
Y'all really down to ride with us
Cross side get wild with us
Get it crunk all the way live with us
From the South to the Eastside with us"
TRALWNE12903C95228.h5,Ray Charles,Heartbreaker,0,"

Heartbreaker, girl you sure is gone
Heartbreaker, girl you sure is gone
Heartbreaker, how you carry on.

You a bobby soxer mean mistreated too
You a bobby soxer mean mistreated too
You just a little school girl,
But you sure know what to do.

Pretty baby, in your new red dress
Pretty baby, in your new red dress
When I'm not around ya,
I can't hardly get my rest.

Heart-teaser,
You runnin' all around
Heart-teaser, girl,
You runnin' all around
And if you don't stop baby,
You'll be sleeping in the ground

How can I help it,
If I'm in love with you.
I've been your fool baby,
Tell me what more can I do.

Heartbreaker, you think you're smart
Heartbreaker, you think you're smart
Well, heartbreaker, I want to tell ya'
You broke my heart

You know, you broke my heart
You said we would never part

You told me, we would never part

You know you broke my heart


"
TRALXNJ128F42952D5.h5,Jason Mraz,No Stopping Us [Eagles Ballroom Live Version],0,"Would it take a bakers dozen to get my point to you?
would it take a half a pound to roll a joint for you
would it take some hailing mary's so full of grace to get my sound to you
will you help me break it down and get on thru
Down to the other side
its easy of you only try
don't lie down on the job
because once we hit the top there's no stopping us
Should i address all my letters to the well to be
should i say return to sender is just a well be done
should i better not it so personally if all the good loving is never received
baby if it was me well i wouldn't think twice
No not i.
see its easy if you only try
so don't lie down on the job
because once we hit the top there's no stopping us.
I will drive a thousand miles or i'll meet you at the station
if only you would take a vacation from this thing you have created
i promise to make it worth your while
So c'mon try. baby wont you try
it's easy if you do not run
i promise you you'll have your fun
because once we hit the top we've just begun
There's no stopping us."
TRALZBP128F4263E1A.h5,Ty Herndon,A Man Holdin' On (To A Woman Lettin' Go),1998,"Two young lovers with their bodies on fire
Achin' to swim that river of desire
Leavin' innocence there on the bank by their clothes
A man holdin' on to a woman lettin' go

There's a man with a bottle on the other side of town
Swimmin' with the memories that he can't drown
Lord, it ain't sunk in that she ain't comin' home
Oh, a man holdin' on to a woman lettin' go

His heart is tellin' him
To hang on for dear life
'Cause deep down he knows
She's lettin' go for good this time

There's a daddy walkin' his daughter down the aisle
Fightin' back tears and forcin' a smile
Oh for 22 years he's watched her grow
A man holdin' on to a woman lettin' go

In the hill valley home there's a feeble old man
And he's holdin' on to a fragile old hand
And the angels are comin' to carry her home
Now he's a man holdin' on to a woman lettin' go

His heart is tellin' him
To hang on for dear life
'Cause deep down he knows
She's lettin' go for good this time

Two young lovers with their bodies on fire
Achin' to swim that river of desire
Leavin' innocence there on the bank by their clothes
Oh, a man holdin' on to a woman lettin' go
A man holdin' on to a woman, woman lettin' go"
